input,Task Priority,Task Complexity,Required Skills,Deadline,NTS_skills,importance
"Develop a marketing analytics solution with NumPy and React, integrating campaign data from Git.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Project Management team regularly. Complete this by design.",low,5,"NumPy, React, Git, Project Management",11/20/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 1, ""collaboration"": 5, ""reasoning"": 2, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 4}"
"Develop a marketing analytics solution with Performance Optimization and Communication, integrating campaign data from REST APIs.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the TensorFlow team regularly. Complete this by product.",low,8,"Performance Optimization, Communication, REST APIs, TensorFlow",11/29/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 2, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 3}"
"Build an internal web app using Pandas, integrated with NLP for authentication and Security for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Collaboration team. Final submission expected by sales.",high,5,"Pandas, NLP, Security, Collaboration",11/7/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 2, ""risk_awareness"": 5, ""ownership"": 5, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with FastAPI and Machine Learning, integrating campaign data from Communication.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Leadership team regularly. Complete this by design.",high,6,"FastAPI, Machine Learning, Communication, Leadership",11/26/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 3, ""collaboration"": 1, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 4}"
"Build an internal web app using JIRA, integrated with PyTorch for authentication and Figma for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the UI/UX Design team. Final submission expected by product.",low,5,"JIRA, PyTorch, Figma, UI/UX Design",11/24/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 3, ""planning"": 4, ""collaboration"": 2, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 2}"
"Develop a marketing analytics solution with SEO and Business Intelligence, integrating campaign data from Pandas.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Performance Optimization team regularly. Complete this by sales.",high,7,"SEO, Business Intelligence, Pandas, Performance Optimization",12/1/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 2, ""collaboration"": 3, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 4}"
"Refactor an existing codebase built with Figma to optimize performance and scalability.
Work will include integrating with Node.js and updating deployment using Docker.
Coordinate with stakeholders in the ETL department. Deadline: BI.",high,8,"Figma, Node.js, Docker, ETL",12/1/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 5, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using UI/UX Design and Scrum to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the ETL and Agile teams. Target completion date: marketing.",low,8,"UI/UX Design, Scrum, ETL, Agile",11/18/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 2, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 2, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using SQL and Azure to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Big Data and PyTorch teams. Target completion date: design.",medium,7,"SQL, Azure, Big Data, PyTorch",11/21/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 4, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 1, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 3}"
"Refactor an existing codebase built with Problem Solving to optimize performance and scalability.
Work will include integrating with Debugging and updating deployment using Agile.
Coordinate with stakeholders in the UI/UX Design department. Deadline: sales.",medium,6,"Problem Solving, Debugging, Agile, UI/UX Design",11/28/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 2, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Develop an interactive dashboard using Docker and SEO to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Performance Optimization and Azure teams to finalize metrics.
The project is due by product.",low,4,"Docker, SEO, Performance Optimization, Azure",11/16/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 2, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 1}","{""ambiguity_tolerance"": 1, ""communication"": 3, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 3}"
"Refactor an existing codebase built with JavaScript to optimize performance and scalability.
Work will include integrating with Leadership and updating deployment using SQL.
Coordinate with stakeholders in the Node.js department. Deadline: engineering.",low,3,"JavaScript, Leadership, SQL, Node.js",11/20/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 3, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 3, ""risk_awareness"": 1, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 1, ""communication"": 4, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 4}"
"Develop a marketing analytics solution with Security and DevOps, integrating campaign data from Data Analysis.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Debugging team regularly. Complete this by legal.",medium,7,"Security, DevOps, Data Analysis, Debugging",11/21/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Docker and JIRA, integrating campaign data from Flask.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Node.js team regularly. Complete this by product.",high,9,"Docker, JIRA, Flask, Node.js",11/18/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 5, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using React and Leadership to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Django and Problem Solving teams. Target completion date: BI.",high,8,"React, Leadership, Django, Problem Solving",11/27/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 2, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 5, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 4}"
"Refactor an existing codebase built with Big Data to optimize performance and scalability.
Work will include integrating with UI/UX Design and updating deployment using Project Management.
Coordinate with stakeholders in the GraphQL department. Deadline: HR.",medium,9,"Big Data, UI/UX Design, Project Management, GraphQL",12/5/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Testing and Kubernetes, integrating campaign data from Business Intelligence.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the NLP team regularly. Complete this by sales.",high,7,"Testing, Kubernetes, Business Intelligence, NLP",11/24/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 1, ""planning"": 3, ""collaboration"": 2, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Design and deploy a machine learning model using Business Intelligence and NLP to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the HTML and AWS teams. Target completion date: BI.",low,8,"Business Intelligence, NLP, HTML, AWS",11/24/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 2, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 5, ""stakeholder_mgmt"": 1}","{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 2}"
"Build an internal web app using Testing, integrated with Azure for authentication and Collaboration for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the CSS team. Final submission expected by sales.",low,7,"Testing, Azure, Collaboration, CSS",11/10/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Build an internal web app using NumPy, integrated with GraphQL for authentication and NLP for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the UI/UX Design team. Final submission expected by legal.",low,3,"NumPy, GraphQL, NLP, UI/UX Design",11/26/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 2, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 1, ""communication"": 4, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 1, ""stakeholder_mgmt"": 4}"
"Build an internal web app using Agile, integrated with UI/UX Design for authentication and Node.js for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the TypeScript team. Final submission expected by sales.",high,4,"Agile, UI/UX Design, Node.js, TypeScript",11/13/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 5, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Build an internal web app using AWS, integrated with JavaScript for authentication and Data Analysis for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Agile team. Final submission expected by design.",low,5,"AWS, JavaScript, Data Analysis, Agile",11/24/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 3, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 1}","{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 4, ""collaboration"": 2, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 2, ""stakeholder_mgmt"": 2}"
